x, y, z, alpha, beta, gamma, zero
0.524016, -1.04533e-16, 0.605732, -5.90235e-17, 0.259282, 3.14159, 0
0.524002, -1.04526e-16, 0.605723, -5.90495e-17, 0.259397, 3.14159, 0
0.523989, -1.0452e-16, 0.605715, -5.90752e-17, 0.25951, 3.14159, 0
0.523976, -1.04517e-16, 0.605707, -5.91006e-17, 0.259622, 3.14159, 0
0.523963, -1.04509e-16, 0.605699, -5.91258e-17, 0.259732, 3.14159, 0
0.52395, -1.04503e-16, 0.605691, -5.91508e-17, 0.259842, 3.14159, 0
0.523937, -1.04498e-16, 0.605683, -5.91754e-17, 0.259951, 3.14159, 0
0.523925, -1.04494e-16, 0.605675, -5.91999e-17, 0.260058, 3.14159, 0
0.523912, -1.04489e-16, 0.605668, -5.92241e-17, 0.260164, 3.14159, 0
0.5239, -1.04486e-16, 0.60566, -5.92481e-17, 0.26027, 3.14159, 0
0.523888, -1.0448e-16, 0.605652, -5.92718e-17, 0.260374, 3.14159, 0
0.523876, -1.04475e-16, 0.605645, -5.92953e-17, 0.260477, 3.14159, 0
0.523864, -1.0447e-16, 0.605637, -5.93185e-17, 0.26058, 3.14159, 0
0.523852, -1.04462e-16, 0.60563, -5.93415e-17, 0.260681, 3.14159, 0
0.52384, -1.04456e-16, 0.605623, -5.93643e-17, 0.260781, 3.14159, 0
0.523828, -1.04451e-16, 0.605616, -5.93869e-17, 0.26088, 3.14159, 0
0.523817, -1.04446e-16, 0.605608, -5.94092e-17, 0.260978, 3.14159, 0
0.523805, -1.04441e-16, 0.605601, -5.94313e-17, 0.261076, 3.14159, 0
0.523794, -1.04435e-16, 0.605594, -5.94532e-17, 0.261172, 3.14159, 0
0.523783, -1.04431e-16, 0.605587, -5.94749e-17, 0.261267, 3.14159, 0
0.523772, -1.04423e-16, 0.605581, -5.94963e-17, 0.261361, 3.14159, 0
0.523761, -1.04418e-16, 0.605574, -5.95176e-17, 0.261455, 3.14159, 0
0.52375, -1.04412e-16, 0.605567, -5.95386e-17, 0.261547, 3.14159, 0
0.523739, -1.04407e-16, 0.60556, -5.95594e-17, 0.261639, 3.14159, 0
0.523728, -1.04402e-16, 0.605554, -5.958e-17, 0.261729, 3.14159, 0
0.523718, -1.04396e-16, 0.605547, -5.96004e-17, 0.261819, 3.14159, 0
0.523708, -1.04391e-16, 0.605541, -5.96206e-17, 0.261908, 3.14159, 0
0.523697, -1.04388e-16, 0.605534, -5.96406e-17, 0.261996, 3.14159, 0
0.523687, -1.04384e-16, 0.605528, -5.96604e-17, 0.262083, 3.14159, 0
0.523677, -1.04379e-16, 0.605522, -5.968e-17, 0.262169, 3.14159, 0
0.523667, -1.04375e-16, 0.605516, -5.96994e-17, 0.262254, 3.14159, 0
0.523657, -1.04369e-16, 0.60551, -5.97186e-17, 0.262339, 3.14159, 0
0.523647, -1.04364e-16, 0.605503, -5.97376e-17, 0.262422, 3.14159, 0
0.523637, -1.04361e-16, 0.605497, -5.97564e-17, 0.262505, 3.14159, 0
0.523628, -1.04357e-16, 0.605492, -5.97751e-17, 0.262587, 3.14159, 0
0.523618, -1.04354e-16, 0.605486, -5.97935e-17, 0.262668, 3.14159, 0
0.523609, -1.04349e-16, 0.60548, -5.98118e-17, 0.262749, 3.14159, 0
0.523599, -1.04344e-16, 0.605474, -5.98299e-17, 0.262828, 3.14159, 0
0.52359, -1.04341e-16, 0.605468, -5.98478e-17, 0.262907, 3.14159, 0
0.523581, -1.04336e-16, 0.605463, -5.98655e-17, 0.262985, 3.14159, 0
0.523572, -1.04331e-16, 0.605457, -5.9883e-17, 0.263062, 3.14159, 0
0.523563, -1.04328e-16, 0.605451, -5.99004e-17, 0.263138, 3.14159, 0
0.523554, -1.04322e-16, 0.605446, -5.99176e-17, 0.263214, 3.14159, 0
0.523545, -1.04318e-16, 0.605441, -5.99346e-17, 0.263289, 3.14159, 0
0.523537, -1.04315e-16, 0.605435, -5.99515e-17, 0.263363, 3.14159, 0
0.523528, -1.04309e-16, 0.60543, -5.99682e-17, 0.263436, 3.14159, 0
0.52352, -1.04306e-16, 0.605425, -5.99847e-17, 0.263509, 3.14159, 0
0.523511, -1.04301e-16, 0.605419, -6.0001e-17, 0.263581, 3.14159, 0
0.523503, -1.04296e-16, 0.605414, -6.00172e-17, 0.263652, 3.14159, 0
0.523494, -1.04292e-16, 0.605409, -6.00333e-17, 0.263723, 3.14159, 0
0.523486, -1.04289e-16, 0.605404, -6.00491e-17, 0.263792, 3.14159, 0
0.523478, -1.04284e-16, 0.605399, -6.00648e-17, 0.263861, 3.14159, 0
0.52347, -1.0428e-16, 0.605394, -6.00804e-17, 0.26393, 3.14159, 0
0.523462, -1.04276e-16, 0.605389, -6.00958e-17, 0.263997, 3.14159, 0
0.523454, -1.04271e-16, 0.605384, -6.0111e-17, 0.264064, 3.14159, 0
0.523446, -1.04268e-16, 0.605379, -6.01261e-17, 0.264131, 3.14159, 0
0.523439, -1.04265e-16, 0.605375, -6.01411e-17, 0.264197, 3.14159, 0
0.523431, -1.0426e-16, 0.60537, -6.01559e-17, 0.264262, 3.14159, 0
0.523424, -1.04255e-16, 0.605365, -6.01705e-17, 0.264326, 3.14159, 0
0.523416, -1.04251e-16, 0.60536, -6.0185e-17, 0.26439, 3.14159, 0
0.523409, -1.04247e-16, 0.605356, -6.01993e-17, 0.264453, 3.14159, 0
0.523401, -1.04243e-16, 0.605351, -6.02136e-17, 0.264515, 3.14159, 0
0.523394, -1.0424e-16, 0.605347, -6.02276e-17, 0.264577, 3.14159, 0
0.523387, -1.04236e-16, 0.605342, -6.02415e-17, 0.264638, 3.14159, 0
0.52338, -1.04232e-16, 0.605338, -6.02553e-17, 0.264699, 3.14159, 0
0.523373, -1.04228e-16, 0.605334, -6.0269e-17, 0.264759, 3.14159, 0
0.523366, -1.04223e-16, 0.605329, -6.02825e-17, 0.264818, 3.14159, 0
0.523359, -1.0422e-16, 0.605325, -6.02959e-17, 0.264877, 3.14159, 0
0.523352, -1.04217e-16, 0.605321, -6.03091e-17, 0.264935, 3.14159, 0
0.523345, -1.04214e-16, 0.605317, -6.03222e-17, 0.264993, 3.14159, 0
0.523339, -1.0421e-16, 0.605312, -6.03352e-17, 0.26505, 3.14159, 0
0.523332, -1.04206e-16, 0.605308, -6.0348e-17, 0.265107, 3.14159, 0
0.523325, -1.04203e-16, 0.605304, -6.03608e-17, 0.265163, 3.14159, 0
0.523319, -1.04199e-16, 0.6053, -6.03734e-17, 0.265218, 3.14159, 0
0.523312, -1.04196e-16, 0.605296, -6.03858e-17, 0.265273, 3.14159, 0
0.523306, -1.04194e-16, 0.605292, -6.03982e-17, 0.265327, 3.14159, 0
0.5233, -1.04192e-16, 0.605288, -6.04104e-17, 0.265381, 3.14159, 0
0.523293, -1.04187e-16, 0.605285, -6.04225e-17, 0.265434, 3.14159, 0
0.523287, -1.04184e-16, 0.605281, -6.04345e-17, 0.265487, 3.14159, 0
0.523281, -1.0418e-16, 0.605277, -6.04463e-17, 0.265539, 3.14159, 0
0.523275, -1.04177e-16, 0.605273, -6.0458e-17, 0.26559, 3.14159, 0
0.523269, -1.04173e-16, 0.605269, -6.04697e-17, 0.265641, 3.14159, 0
0.523263, -1.04169e-16, 0.605266, -6.04812e-17, 0.265692, 3.14159, 0
0.523257, -1.04166e-16, 0.605262, -6.04926e-17, 0.265742, 3.14159, 0
0.523251, -1.04161e-16, 0.605259, -6.05038e-17, 0.265792, 3.14159, 0
0.523246, -1.04158e-16, 0.605255, -6.0515e-17, 0.265841, 3.14159, 0
0.52324, -1.04154e-16, 0.605251, -6.0526e-17, 0.265889, 3.14159, 0
0.523234, -1.04151e-16, 0.605248, -6.0537e-17, 0.265937, 3.14159, 0
0.523229, -1.04148e-16, 0.605245, -6.05478e-17, 0.265985, 3.14159, 0
0.523223, -1.04145e-16, 0.605241, -6.05585e-17, 0.266032, 3.14159, 0
0.523218, -1.04142e-16, 0.605238, -6.05692e-17, 0.266079, 3.14159, 0
0.523212, -1.04138e-16, 0.605234, -6.05797e-17, 0.266125, 3.14159, 0
0.523207, -1.04136e-16, 0.605231, -6.05901e-17, 0.266171, 3.14159, 0
0.523202, -1.04132e-16, 0.605228, -6.06004e-17, 0.266216, 3.14159, 0
0.523196, -1.0413e-16, 0.605224, -6.06106e-17, 0.266261, 3.14159, 0
0.523191, -1.04127e-16, 0.605221, -6.06207e-17, 0.266305, 3.14159, 0
0.523186, -1.04125e-16, 0.605218, -6.06307e-17, 0.266349, 3.14159, 0
0.523181, -1.04122e-16, 0.605215, -6.06405e-17, 0.266393, 3.14159, 0
0.523176, -1.04119e-16, 0.605212, -6.06503e-17, 0.266436, 3.14159, 0
0.523171, -1.04116e-16, 0.605209, -6.066e-17, 0.266479, 3.14159, 0
0.523166, -1.04113e-16, 0.605206, -6.06696e-17, 0.266521, 3.14159, 0
0.523161, -1.0411e-16, 0.605203, -6.06791e-17, 0.266563, 3.14159, 0
0.523156, -1.04107e-16, 0.6052, -6.06885e-17, 0.266604, 3.14159, 0
0.523151, -1.04105e-16, 0.605197, -6.06979e-17, 0.266645, 3.14159, 0
0.523146, -1.04102e-16, 0.605194, -6.07071e-17, 0.266685, 3.14159, 0
0.523142, -1.04099e-16, 0.605191, -6.07162e-17, 0.266726, 3.14159, 0
0.523137, -1.04096e-16, 0.605188, -6.07253e-17, 0.266765, 3.14159, 0
0.523132, -1.04093e-16, 0.605185, -6.07342e-17, 0.266805, 3.14159, 0
0.523128, -1.04091e-16, 0.605182, -6.07431e-17, 0.266844, 3.14159, 0
0.523123, -1.04089e-16, 0.605179, -6.07518e-17, 0.266882, 3.14159, 0
0.523119, -1.04086e-16, 0.605177, -6.07605e-17, 0.26692, 3.14159, 0
0.523114, -1.04083e-16, 0.605174, -6.07691e-17, 0.266958, 3.14159, 0
0.52311, -1.04081e-16, 0.605171, -6.07776e-17, 0.266996, 3.14159, 0
0.523106, -1.04077e-16, 0.605168, -6.0786e-17, 0.267033, 3.14159, 0
0.523101, -1.04075e-16, 0.605166, -6.07944e-17, 0.267069, 3.14159, 0
0.523097, -1.04072e-16, 0.605163, -6.08026e-17, 0.267106, 3.14159, 0
0.523093, -1.04069e-16, 0.60516, -6.08108e-17, 0.267142, 3.14159, 0
0.523089, -1.04065e-16, 0.605158, -6.08189e-17, 0.267177, 3.14159, 0
0.523085, -1.04063e-16, 0.605155, -6.08269e-17, 0.267212, 3.14159, 0
0.52308, -1.0406e-16, 0.605153, -6.08348e-17, 0.267247, 3.14159, 0
0.523076, -1.04058e-16, 0.60515, -6.08427e-17, 0.267282, 3.14159, 0
0.523072, -1.04055e-16, 0.605148, -6.08505e-17, 0.267316, 3.14159, 0
0.523068, -1.04053e-16, 0.605145, -6.08582e-17, 0.26735, 3.14159, 0
0.523064, -1.0405e-16, 0.605143, -6.08658e-17, 0.267383, 3.14159, 0
0.523061, -1.04048e-16, 0.60514, -6.08733e-17, 0.267416, 3.14159, 0
0.523057, -1.04046e-16, 0.605138, -6.08808e-17, 0.267449, 3.14159, 0
0.523053, -1.04043e-16, 0.605136, -6.08882e-17, 0.267482, 3.14159, 0
0.523049, -1.0404e-16, 0.605133, -6.08955e-17, 0.267514, 3.14159, 0
0.523045, -1.04038e-16, 0.605131, -6.09027e-17, 0.267546, 3.14159, 0
0.523042, -1.04035e-16, 0.605129, -6.09099e-17, 0.267577, 3.14159, 0
0.523038, -1.04032e-16, 0.605126, -6.0917e-17, 0.267609, 3.14159, 0
0.523034, -1.0403e-16, 0.605124, -6.09241e-17, 0.26764, 3.14159, 0
0.523031, -1.04028e-16, 0.605122, -6.0931e-17, 0.26767, 3.14159, 0
0.523027, -1.04025e-16, 0.60512, -6.09379e-17, 0.2677, 3.14159, 0
0.523024, -1.04023e-16, 0.605118, -6.09447e-17, 0.26773, 3.14159, 0
0.52302, -1.04021e-16, 0.605115, -6.09515e-17, 0.26776, 3.14159, 0
0.523017, -1.04018e-16, 0.605113, -6.09582e-17, 0.26779, 3.14159, 0
0.523013, -1.04016e-16, 0.605111, -6.09648e-17, 0.267819, 3.14159, 0
0.52301, -1.04013e-16, 0.605109, -6.09713e-17, 0.267847, 3.14159, 0
0.523007, -1.04011e-16, 0.605107, -6.09778e-17, 0.267876, 3.14159, 0
0.523003, -1.04008e-16, 0.605105, -6.09842e-17, 0.267904, 3.14159, 0
0.523, -1.04006e-16, 0.605103, -6.09906e-17, 0.267932, 3.14159, 0
0.522997, -1.04004e-16, 0.605101, -6.09969e-17, 0.26796, 3.14159, 0
0.522994, -1.04001e-16, 0.605099, -6.10031e-17, 0.267987, 3.14159, 0
0.52299, -1.03999e-16, 0.605097, -6.10093e-17, 0.268014, 3.14159, 0
0.522987, -1.03997e-16, 0.605095, -6.10154e-17, 0.268041, 3.14159, 0
0.522984, -1.03994e-16, 0.605093, -6.10214e-17, 0.268068, 3.14159, 0
0.522981, -1.03992e-16, 0.605091, -6.10274e-17, 0.268094, 3.14159, 0
0.522978, -1.0399e-16, 0.605089, -6.10334e-17, 0.26812, 3.14159, 0
0.522975, -1.03987e-16, 0.605087, -6.10392e-17, 0.268146, 3.14159, 0
0.522972, -1.03985e-16, 0.605086, -6.1045e-17, 0.268172, 3.14159, 0
0.522969, -1.03983e-16, 0.605084, -6.10508e-17, 0.268197, 3.14159, 0
0.522966, -1.0398e-16, 0.605082, -6.10565e-17, 0.268222, 3.14159, 0
0.522963, -1.03978e-16, 0.60508, -6.10621e-17, 0.268247, 3.14159, 0
0.52296, -1.03976e-16, 0.605078, -6.10677e-17, 0.268271, 3.14159, 0
0.522957, -1.03974e-16, 0.605077, -6.10732e-17, 0.268295, 3.14159, 0
0.522955, -1.03973e-16, 0.605075, -6.10787e-17, 0.26832, 3.14159, 0
0.522952, -1.03971e-16, 0.605073, -6.10841e-17, 0.268343, 3.14159, 0
0.522949, -1.03969e-16, 0.605071, -6.10895e-17, 0.268367, 3.14159, 0
0.522946, -1.03967e-16, 0.60507, -6.10948e-17, 0.26839, 3.14159, 0
0.522944, -1.03964e-16, 0.605068, -6.11e-17, 0.268413, 3.14159, 0
0.522941, -1.03962e-16, 0.605066, -6.11052e-17, 0.268436, 3.14159, 0
0.522938, -1.0396e-16, 0.605065, -6.11104e-17, 0.268459, 3.14159, 0
0.522936, -1.03959e-16, 0.605063, -6.11155e-17, 0.268481, 3.14159, 0
0.522933, -1.03957e-16, 0.605061, -6.11205e-17, 0.268503, 3.14159, 0
0.52293, -1.03955e-16, 0.60506, -6.11255e-17, 0.268525, 3.14159, 0
0.522928, -1.03953e-16, 0.605058, -6.11304e-17, 0.268547, 3.14159, 0
0.522925, -1.03952e-16, 0.605057, -6.11353e-17, 0.268569, 3.14159, 0
0.522923, -1.03949e-16, 0.605055, -6.11402e-17, 0.26859, 3.14159, 0
0.52292, -1.03948e-16, 0.605054, -6.1145e-17, 0.268611, 3.14159, 0
0.522918, -1.03946e-16, 0.605052, -6.11497e-17, 0.268632, 3.14159, 0
0.522915, -1.03943e-16, 0.605051, -6.11544e-17, 0.268653, 3.14159, 0
0.522913, -1.03942e-16, 0.605049, -6.11591e-17, 0.268673, 3.14159, 0
0.522911, -1.03939e-16, 0.605048, -6.11637e-17, 0.268693, 3.14159, 0
0.522908, -1.03938e-16, 0.605046, -6.11683e-17, 0.268713, 3.14159, 0
0.522906, -1.03936e-16, 0.605045, -6.11728e-17, 0.268733, 3.14159, 0
0.522904, -1.03934e-16, 0.605043, -6.11773e-17, 0.268753, 3.14159, 0
0.522901, -1.03932e-16, 0.605042, -6.11817e-17, 0.268772, 3.14159, 0
0.522899, -1.03931e-16, 0.60504, -6.11861e-17, 0.268792, 3.14159, 0
0.522897, -1.03929e-16, 0.605039, -6.11904e-17, 0.268811, 3.14159, 0
0.522895, -1.03928e-16, 0.605038, -6.11947e-17, 0.26883, 3.14159, 0
0.522892, -1.03926e-16, 0.605036, -6.1199e-17, 0.268848, 3.14159, 0
0.52289, -1.03924e-16, 0.605035, -6.12032e-17, 0.268867, 3.14159, 0
0.522888, -1.03923e-16, 0.605034, -6.12073e-17, 0.268885, 3.14159, 0
0.522886, -1.03921e-16, 0.605032, -6.12115e-17, 0.268903, 3.14159, 0
0.522884, -1.0392e-16, 0.605031, -6.12155e-17, 0.268921, 3.14159, 0
0.522882, -1.03918e-16, 0.60503, -6.12196e-17, 0.268939, 3.14159, 0
0.52288, -1.03916e-16, 0.605029, -6.12236e-17, 0.268957, 3.14159, 0
0.522878, -1.03915e-16, 0.605027, -6.12276e-17, 0.268974, 3.14159, 0
0.522876, -1.03913e-16, 0.605026, -6.12315e-17, 0.268991, 3.14159, 0
0.522874, -1.03911e-16, 0.605025, -6.12354e-17, 0.269009, 3.14159, 0
0.522872, -1.0391e-16, 0.605024, -6.12392e-17, 0.269025, 3.14159, 0
0.52287, -1.03909e-16, 0.605022, -6.1243e-17, 0.269042, 3.14159, 0
0.522868, -1.03907e-16, 0.605021, -6.12468e-17, 0.269059, 3.14159, 0
0.522866, -1.03906e-16, 0.60502, -6.12505e-17, 0.269075, 3.14159, 0
0.522864, -1.03904e-16, 0.605019, -6.12542e-17, 0.269091, 3.14159, 0
0.522862, -1.03902e-16, 0.605018, -6.12579e-17, 0.269108, 3.14159, 0
0.52286, -1.03901e-16, 0.605016, -6.12615e-17, 0.269123, 3.14159, 0
0.522858, -1.03899e-16, 0.605015, -6.12651e-17, 0.269139, 3.14159, 0
0.522856, -1.03898e-16, 0.605014, -6.12686e-17, 0.269155, 3.14159, 0
0.522855, -1.03897e-16, 0.605013, -6.12722e-17, 0.26917, 3.14159, 0
0.522853, -1.03895e-16, 0.605012, -6.12756e-17, 0.269186, 3.14159, 0
0.522851, -1.03893e-16, 0.605011, -6.12791e-17, 0.269201, 3.14159, 0
0.522849, -1.03892e-16, 0.60501, -6.12825e-17, 0.269216, 3.14159, 0
0.522848, -1.03891e-16, 0.605009, -6.12859e-17, 0.269231, 3.14159, 0
0.522846, -1.03889e-16, 0.605008, -6.12892e-17, 0.269245, 3.14159, 0
0.522844, -1.03888e-16, 0.605006, -6.12925e-17, 0.26926, 3.14159, 0
0.522842, -1.03887e-16, 0.605005, -6.12958e-17, 0.269274, 3.14159, 0
0.522841, -1.03885e-16, 0.605004, -6.1299e-17, 0.269288, 3.14159, 0
0.522839, -1.03884e-16, 0.605003, -6.13022e-17, 0.269303, 3.14159, 0
0.522837, -1.03882e-16, 0.605002, -6.13054e-17, 0.269317, 3.14159, 0
0.522836, -1.03881e-16, 0.605001, -6.13086e-17, 0.26933, 3.14159, 0
0.522834, -1.0388e-16, 0.605, -6.13117e-17, 0.269344, 3.14159, 0
0.522833, -1.03879e-16, 0.604999, -6.13148e-17, 0.269358, 3.14159, 0
0.522831, -1.03877e-16, 0.604998, -6.13178e-17, 0.269371, 3.14159, 0
0.52283, -1.03876e-16, 0.604997, -6.13208e-17, 0.269384, 3.14159, 0
0.522828, -1.03875e-16, 0.604996, -6.13238e-17, 0.269398, 3.14159, 0
0.522826, -1.03873e-16, 0.604996, -6.13268e-17, 0.269411, 3.14159, 0
0.522825, -1.03872e-16, 0.604995, -6.13297e-17, 0.269423, 3.14159, 0
0.522823, -1.03871e-16, 0.604994, -6.13326e-17, 0.269436, 3.14159, 0
0.522822, -1.0387e-16, 0.604993, -6.13355e-17, 0.269449, 3.14159, 0
0.52282, -1.03868e-16, 0.604992, -6.13383e-17, 0.269461, 3.14159, 0
0.522819, -1.03867e-16, 0.604991, -6.13412e-17, 0.269474, 3.14159, 0
0.522818, -1.03866e-16, 0.60499, -6.13439e-17, 0.269486, 3.14159, 0
0.522816, -1.03865e-16, 0.604989, -6.13467e-17, 0.269498, 3.14159, 0
0.522815, -1.03863e-16, 0.604988, -6.13494e-17, 0.26951, 3.14159, 0
0.522813, -1.03862e-16, 0.604987, -6.13521e-17, 0.269522, 3.14159, 0
0.522812, -1.03861e-16, 0.604987, -6.13548e-17, 0.269534, 3.14159, 0
0.522811, -1.03859e-16, 0.604986, -6.13575e-17, 0.269545, 3.14159, 0
0.522809, -1.03858e-16, 0.604985, -6.13601e-17, 0.269557, 3.14159, 0
0.522808, -1.03858e-16, 0.604984, -6.13627e-17, 0.269568, 3.14159, 0
0.522807, -1.03856e-16, 0.604983, -6.13653e-17, 0.26958, 3.14159, 0
0.522805, -1.03855e-16, 0.604982, -6.13678e-17, 0.269591, 3.14159, 0
0.522804, -1.03854e-16, 0.604982, -6.13703e-17, 0.269602, 3.14159, 0
0.522803, -1.03853e-16, 0.604981, -6.13728e-17, 0.269613, 3.14159, 0
0.522801, -1.03852e-16, 0.60498, -6.13753e-17, 0.269624, 3.14159, 0
0.5228, -1.03851e-16, 0.604979, -6.13778e-17, 0.269635, 3.14159, 0
0.522799, -1.0385e-16, 0.604978, -6.13802e-17, 0.269645, 3.14159, 0
0.522798, -1.03848e-16, 0.604978, -6.13826e-17, 0.269656, 3.14159, 0
0.522796, -1.03847e-16, 0.604977, -6.1385e-17, 0.269666, 3.14159, 0
0.522795, -1.03846e-16, 0.604976, -6.13873e-17, 0.269677, 3.14159, 0
0.522794, -1.03845e-16, 0.604975, -6.13896e-17, 0.269687, 3.14159, 0
0.522793, -1.03844e-16, 0.604975, -6.13919e-17, 0.269697, 3.14159, 0
0.522792, -1.03843e-16, 0.604974, -6.13942e-17, 0.269707, 3.14159, 0
0.52279, -1.03842e-16, 0.604973, -6.13965e-17, 0.269717, 3.14159, 0
0.522789, -1.03841e-16, 0.604973, -6.13987e-17, 0.269727, 3.14159, 0
0.522788, -1.0384e-16, 0.604972, -6.14009e-17, 0.269737, 3.14159, 0
0.522787, -1.03839e-16, 0.604971, -6.14031e-17, 0.269746, 3.14159, 0
0.522786, -1.03838e-16, 0.60497, -6.14053e-17, 0.269756, 3.14159, 0
0.522785, -1.03837e-16, 0.60497, -6.14074e-17, 0.269765, 3.14159, 0
0.522784, -1.03836e-16, 0.604969, -6.14096e-17, 0.269775, 3.14159, 0
0.522783, -1.03835e-16, 0.604968, -6.14117e-17, 0.269784, 3.14159, 0
0.522782, -1.03834e-16, 0.604968, -6.14137e-17, 0.269793, 3.14159, 0
0.52278, -1.03833e-16, 0.604967, -6.14158e-17, 0.269802, 3.14159, 0
0.522779, -1.03832e-16, 0.604966, -6.14179e-17, 0.269811, 3.14159, 0
0.522778, -1.03831e-16, 0.604966, -6.14199e-17, 0.26982, 3.14159, 0
0.522777, -1.0383e-16, 0.604965, -6.14219e-17, 0.269829, 3.14159, 0
0.522776, -1.03829e-16, 0.604964, -6.14239e-17, 0.269837, 3.14159, 0
0.522775, -1.03828e-16, 0.604964, -6.14258e-17, 0.269846, 3.14159, 0
0.522774, -1.03827e-16, 0.604963, -6.14278e-17, 0.269855, 3.14159, 0
0.522773, -1.03826e-16, 0.604963, -6.14297e-17, 0.269863, 3.14159, 0
0.522772, -1.03825e-16, 0.604962, -6.14316e-17, 0.269871, 3.14159, 0
0.522771, -1.03824e-16, 0.604961, -6.14335e-17, 0.26988, 3.14159, 0
0.52277, -1.03824e-16, 0.604961, -6.14353e-17, 0.269888, 3.14159, 0
0.522769, -1.03823e-16, 0.60496, -6.14372e-17, 0.269896, 3.14159, 0
0.522768, -1.03822e-16, 0.60496, -6.1439e-17, 0.269904, 3.14159, 0
0.522768, -1.03821e-16, 0.604959, -6.14408e-17, 0.269912, 3.14159, 0
0.522767, -1.0382e-16, 0.604958, -6.14426e-17, 0.26992, 3.14159, 0
0.522766, -1.03819e-16, 0.604958, -6.14444e-17, 0.269928, 3.14159, 0
0.522765, -1.03818e-16, 0.604957, -6.14461e-17, 0.269935, 3.14159, 0
0.522764, -1.03817e-16, 0.604957, -6.14479e-17, 0.269943, 3.14159, 0
0.522763, -1.03816e-16, 0.604956, -6.14496e-17, 0.269951, 3.14159, 0
0.522762, -1.03816e-16, 0.604956, -6.14513e-17, 0.269958, 3.14159, 0
0.522761, -1.03815e-16, 0.604955, -6.1453e-17, 0.269966, 3.14159, 0
0.52276, -1.03814e-16, 0.604955, -6.14547e-17, 0.269973, 3.14159, 0
0.52276, -1.03813e-16, 0.604954, -6.14563e-17, 0.26998, 3.14159, 0
0.522759, -1.03812e-16, 0.604954, -6.1458e-17, 0.269987, 3.14159, 0
0.522758, -1.03811e-16, 0.604953, -6.14596e-17, 0.269994, 3.14159, 0
0.522757, -1.03811e-16, 0.604953, -6.14612e-17, 0.270002, 3.14159, 0
0.522756, -1.0381e-16, 0.604952, -6.14628e-17, 0.270008, 3.14159, 0
0.522755, -1.03809e-16, 0.604952, -6.14643e-17, 0.270015, 3.14159, 0
0.522755, -1.03808e-16, 0.604951, -6.14659e-17, 0.270022, 3.14159, 0
0.522754, -1.03807e-16, 0.604951, -6.14674e-17, 0.270029, 3.14159, 0
0.522753, -1.03806e-16, 0.60495, -6.1469e-17, 0.270036, 3.14159, 0
0.522752, -1.03806e-16, 0.60495, -6.14705e-17, 0.270042, 3.14159, 0
0.522751, -1.03805e-16, 0.604949, -6.1472e-17, 0.270049, 3.14159, 0
0.522751, -1.03804e-16, 0.604949, -6.14735e-17, 0.270055, 3.14159, 0
0.52275, -1.03804e-16, 0.604948, -6.14749e-17, 0.270062, 3.14159, 0
0.522749, -1.03803e-16, 0.604948, -6.14764e-17, 0.270068, 3.14159, 0
0.522748, -1.03802e-16, 0.604947, -6.14778e-17, 0.270075, 3.14159, 0
0.522748, -1.03801e-16, 0.604947, -6.14792e-17, 0.270081, 3.14159, 0
0.522747, -1.03801e-16, 0.604946, -6.14806e-17, 0.270087, 3.14159, 0
0.522746, -1.038e-16, 0.604946, -6.1482e-17, 0.270093, 3.14159, 0
0.522746, -1.03799e-16, 0.604945, -6.14834e-17, 0.270099, 3.14159, 0
0.522745, -1.03798e-16, 0.604945, -6.14848e-17, 0.270105, 3.14159, 0
0.522744, -1.03798e-16, 0.604945, -6.14861e-17, 0.270111, 3.14159, 0
0.522743, -1.03797e-16, 0.604944, -6.14875e-17, 0.270117, 3.14159, 0
0.522743, -1.03797e-16, 0.604944, -6.14888e-17, 0.270123, 3.14159, 0
0.522742, -1.03796e-16, 0.604943, -6.14901e-17, 0.270129, 3.14159, 0
0.522741, -1.03795e-16, 0.604943, -6.14914e-17, 0.270134, 3.14159, 0
0.522741, -1.03795e-16, 0.604942, -6.14927e-17, 0.27014, 3.14159, 0
0.52274, -1.03794e-16, 0.604942, -6.1494e-17, 0.270146, 3.14159, 0
0.522739, -1.03793e-16, 0.604942, -6.14952e-17, 0.270151, 3.14159, 0
0.522739, -1.03793e-16, 0.604941, -6.14965e-17, 0.270157, 3.14159, 0
0.522738, -1.03792e-16, 0.604941, -6.14977e-17, 0.270162, 3.14159, 0
0.522738, -1.03792e-16, 0.60494, -6.14989e-17, 0.270168, 3.14159, 0
0.522737, -1.03791e-16, 0.60494, -6.15001e-17, 0.270173, 3.14159, 0
0.522736, -1.0379e-16, 0.60494, -6.15013e-17, 0.270178, 3.14159, 0
0.522736, -1.0379e-16, 0.604939, -6.15025e-17, 0.270183, 3.14159, 0
0.522735, -1.03789e-16, 0.604939, -6.15037e-17, 0.270188, 3.14159, 0
0.522734, -1.03788e-16, 0.604939, -6.15049e-17, 0.270194, 3.14159, 0
0.522734, -1.03788e-16, 0.604938, -6.1506e-17, 0.270199, 3.14159, 0
0.522733, -1.03787e-16, 0.604938, -6.15072e-17, 0.270204, 3.14159, 0
0.522733, -1.03787e-16, 0.604937, -6.15083e-17, 0.270209, 3.14159, 0
0.522732, -1.03786e-16, 0.604937, -6.15094e-17, 0.270214, 3.14159, 0
0.522732, -1.03786e-16, 0.604937, -6.15105e-17, 0.270218, 3.14159, 0
0.522731, -1.03785e-16, 0.604936, -6.15116e-17, 0.270223, 3.14159, 0
