x, y, z, alpha, beta, gamma, zero
-0.0285616, -0.0534842, 0.608858, -1.94403, 0.0359011, 2.45499, 0
-0.0287554, -0.053503, 0.608854, -1.94468, 0.0359154, 2.45477, 0
-0.0289472, -0.0535216, 0.60885, -1.94532, 0.0359296, 2.45454, 0
-0.0291371, -0.05354, 0.608845, -1.94595, 0.0359436, 2.45432, 0
-0.0293251, -0.0535582, 0.608841, -1.94658, 0.0359575, 2.4541, 0
-0.0295113, -0.0535763, 0.608837, -1.9472, 0.0359713, 2.45388, 0
-0.0296956, -0.0535942, 0.608833, -1.94781, 0.0359849, 2.45366, 0
-0.029878, -0.0536119, 0.608829, -1.94842, 0.0359984, 2.45345, 0
-0.0300586, -0.0536294, 0.608825, -1.94902, 0.0360117, 2.45324, 0
-0.0302375, -0.0536467, 0.608822, -1.94962, 0.0360249, 2.45303, 0
-0.0304145, -0.0536639, 0.608818, -1.95021, 0.036038, 2.45282, 0
-0.0305897, -0.0536809, 0.608814, -1.95079, 0.036051, 2.45262, 0
-0.0307632, -0.0536978, 0.60881, -1.95137, 0.0360638, 2.45241, 0
-0.030935, -0.0537144, 0.608806, -1.95194, 0.0360765, 2.45221, 0
-0.031105, -0.0537309, 0.608803, -1.95251, 0.036089, 2.45201, 0
-0.0312734, -0.0537473, 0.608799, -1.95307, 0.0361015, 2.45181, 0
-0.0314401, -0.0537634, 0.608796, -1.95363, 0.0361138, 2.45162, 0
-0.031605, -0.0537795, 0.608792, -1.95418, 0.036126, 2.45142, 0
-0.0317684, -0.0537953, 0.608788, -1.95472, 0.036138, 2.45123, 0
-0.0319301, -0.053811, 0.608785, -1.95526, 0.03615, 2.45104, 0
-0.0320902, -0.0538266, 0.608781, -1.95579, 0.0361618, 2.45086, 0
-0.0322487, -0.0538419, 0.608778, -1.95632, 0.0361735, 2.45067, 0
-0.0324056, -0.0538572, 0.608775, -1.95684, 0.0361851, 2.45049, 0
-0.032561, -0.0538723, 0.608771, -1.95736, 0.0361966, 2.4503, 0
-0.0327147, -0.0538872, 0.608768, -1.95787, 0.0362079, 2.45012, 0
-0.032867, -0.053902, 0.608765, -1.95838, 0.0362192, 2.44995, 0
-0.0330177, -0.0539166, 0.608761, -1.95888, 0.0362303, 2.44977, 0
-0.0331669, -0.0539311, 0.608758, -1.95938, 0.0362413, 2.44959, 0
-0.0333147, -0.0539454, 0.608755, -1.95987, 0.0362522, 2.44942, 0
-0.0334609, -0.0539596, 0.608752, -1.96036, 0.036263, 2.44925, 0
-0.0336057, -0.0539737, 0.608749, -1.96084, 0.0362737, 2.44908, 0
-0.0337491, -0.0539876, 0.608746, -1.96132, 0.0362843, 2.44891, 0
-0.033891, -0.0540014, 0.608742, -1.96179, 0.0362948, 2.44875, 0
-0.0340315, -0.0540151, 0.608739, -1.96226, 0.0363051, 2.44858, 0
-0.0341705, -0.0540286, 0.608736, -1.96272, 0.0363154, 2.44842, 0
-0.0343082, -0.0540419, 0.608733, -1.96318, 0.0363256, 2.44826, 0
-0.0344445, -0.0540552, 0.60873, -1.96364, 0.0363356, 2.4481, 0
-0.0345795, -0.0540683, 0.608728, -1.96409, 0.0363456, 2.44794, 0
-0.0347131, -0.0540813, 0.608725, -1.96453, 0.0363554, 2.44778, 0
-0.0348454, -0.0540941, 0.608722, -1.96497, 0.0363652, 2.44763, 0
-0.0349763, -0.0541069, 0.608719, -1.96541, 0.0363749, 2.44747, 0
-0.035106, -0.0541194, 0.608716, -1.96584, 0.0363844, 2.44732, 0
-0.0352343, -0.0541319, 0.608713, -1.96627, 0.0363939, 2.44717, 0
-0.0353613, -0.0541443, 0.608711, -1.96669, 0.0364033, 2.44702, 0
-0.0354871, -0.0541565, 0.608708, -1.96711, 0.0364126, 2.44687, 0
-0.0356117, -0.0541686, 0.608705, -1.96753, 0.0364217, 2.44673, 0
-0.0357349, -0.0541806, 0.608703, -1.96794, 0.0364308, 2.44658, 0
-0.035857, -0.0541924, 0.6087, -1.96834, 0.0364398, 2.44644, 0
-0.0359778, -0.0542042, 0.608697, -1.96875, 0.0364488, 2.4463, 0
-0.0360974, -0.0542158, 0.608695, -1.96914, 0.0364576, 2.44616, 0
-0.0362159, -0.0542273, 0.608692, -1.96954, 0.0364663, 2.44602, 0
-0.0363331, -0.0542387, 0.60869, -1.96993, 0.036475, 2.44588, 0
-0.0364492, -0.05425, 0.608687, -1.97032, 0.0364835, 2.44575, 0
-0.0365641, -0.0542612, 0.608685, -1.9707, 0.036492, 2.44561, 0
-0.0366778, -0.0542722, 0.608682, -1.97108, 0.0365004, 2.44548, 0
-0.0367905, -0.0542832, 0.60868, -1.97145, 0.0365087, 2.44535, 0
-0.036902, -0.054294, 0.608677, -1.97183, 0.0365169, 2.44522, 0
-0.0370123, -0.0543047, 0.608675, -1.97219, 0.036525, 2.44509, 0
-0.0371216, -0.0543154, 0.608673, -1.97256, 0.0365331, 2.44496, 0
-0.0372298, -0.0543259, 0.60867, -1.97292, 0.0365411, 2.44483, 0
-0.0373369, -0.0543363, 0.608668, -1.97327, 0.036549, 2.44471, 0
-0.0374429, -0.0543466, 0.608666, -1.97363, 0.0365568, 2.44458, 0
-0.0375479, -0.0543568, 0.608663, -1.97398, 0.0365645, 2.44446, 0
-0.0376518, -0.0543669, 0.608661, -1.97432, 0.0365722, 2.44434, 0
-0.0377547, -0.0543769, 0.608659, -1.97467, 0.0365798, 2.44422, 0
-0.0378565, -0.0543868, 0.608657, -1.97501, 0.0365873, 2.4441, 0
-0.0379574, -0.0543966, 0.608655, -1.97534, 0.0365947, 2.44398, 0
-0.0380572, -0.0544063, 0.608653, -1.97568, 0.0366021, 2.44386, 0
-0.038156, -0.054416, 0.60865, -1.976, 0.0366094, 2.44375, 0
-0.0382539, -0.0544255, 0.608648, -1.97633, 0.0366166, 2.44363, 0
-0.0383507, -0.0544349, 0.608646, -1.97665, 0.0366237, 2.44352, 0
-0.0384466, -0.0544442, 0.608644, -1.97697, 0.0366308, 2.4434, 0
-0.0385416, -0.0544535, 0.608642, -1.97729, 0.0366378, 2.44329, 0
-0.0386355, -0.0544626, 0.60864, -1.9776, 0.0366447, 2.44318, 0
-0.0387286, -0.0544717, 0.608638, -1.97791, 0.0366516, 2.44307, 0
-0.0388207, -0.0544806, 0.608636, -1.97822, 0.0366583, 2.44297, 0
-0.0389119, -0.0544895, 0.608634, -1.97852, 0.0366651, 2.44286, 0
-0.0390022, -0.0544983, 0.608632, -1.97882, 0.0366717, 2.44275, 0
-0.0390915, -0.054507, 0.60863, -1.97912, 0.0366783, 2.44265, 0
-0.03918, -0.0545156, 0.608628, -1.97942, 0.0366848, 2.44255, 0
-0.0392676, -0.0545241, 0.608626, -1.97971, 0.0366913, 2.44244, 0
-0.0393544, -0.0545325, 0.608625, -1.98, 0.0366977, 2.44234, 0
-0.0394402, -0.0545409, 0.608623, -1.98028, 0.036704, 2.44224, 0
-0.0395252, -0.0545492, 0.608621, -1.98057, 0.0367103, 2.44214, 0
-0.0396094, -0.0545573, 0.608619, -1.98085, 0.0367165, 2.44204, 0
-0.0396927, -0.0545654, 0.608617, -1.98112, 0.0367226, 2.44194, 0
-0.0397751, -0.0545735, 0.608616, -1.9814, 0.0367287, 2.44185, 0
-0.0398568, -0.0545814, 0.608614, -1.98167, 0.0367347, 2.44175, 0
-0.0399376, -0.0545893, 0.608612, -1.98194, 0.0367406, 2.44166, 0
-0.0400176, -0.0545971, 0.60861, -1.98221, 0.0367465, 2.44156, 0
-0.0400969, -0.0546048, 0.608609, -1.98247, 0.0367524, 2.44147, 0
-0.0401753, -0.0546124, 0.608607, -1.98273, 0.0367581, 2.44138, 0
-0.0402529, -0.05462, 0.608605, -1.98299, 0.0367639, 2.44129, 0
-0.0403298, -0.0546275, 0.608604, -1.98325, 0.0367695, 2.4412, 0
-0.0404059, -0.0546349, 0.608602, -1.9835, 0.0367751, 2.44111, 0
-0.0404812, -0.0546422, 0.6086, -1.98375, 0.0367807, 2.44102, 0
-0.0405558, -0.0546495, 0.608599, -1.984, 0.0367862, 2.44093, 0
-0.0406297, -0.0546566, 0.608597, -1.98425, 0.0367916, 2.44085, 0
-0.0407028, -0.0546638, 0.608596, -1.98449, 0.036797, 2.44076, 0
-0.0407751, -0.0546708, 0.608594, -1.98473, 0.0368023, 2.44068, 0
-0.0408468, -0.0546778, 0.608592, -1.98497, 0.0368076, 2.44059, 0
-0.0409177, -0.0546847, 0.608591, -1.98521, 0.0368128, 2.44051, 0
-0.0409879, -0.0546915, 0.608589, -1.98544, 0.036818, 2.44043, 0
-0.0410575, -0.0546983, 0.608588, -1.98567, 0.0368231, 2.44034, 0
-0.0411263, -0.054705, 0.608586, -1.9859, 0.0368282, 2.44026, 0
-0.0411944, -0.0547116, 0.608585, -1.98613, 0.0368332, 2.44018, 0
-0.0412619, -0.0547182, 0.608584, -1.98635, 0.0368382, 2.44011, 0
-0.0413287, -0.0547247, 0.608582, -1.98658, 0.0368431, 2.44003, 0
-0.0413948, -0.0547311, 0.608581, -1.9868, 0.0368479, 2.43995, 0
-0.0414602, -0.0547375, 0.608579, -1.98701, 0.0368528, 2.43987, 0
-0.041525, -0.0547438, 0.608578, -1.98723, 0.0368575, 2.4398, 0
-0.0415892, -0.05475, 0.608576, -1.98744, 0.0368623, 2.43972, 0
-0.0416527, -0.0547562, 0.608575, -1.98766, 0.0368669, 2.43965, 0
-0.0417156, -0.0547623, 0.608574, -1.98786, 0.0368716, 2.43957, 0
-0.0417778, -0.0547684, 0.608572, -1.98807, 0.0368761, 2.4395, 0
-0.0418394, -0.0547744, 0.608571, -1.98828, 0.0368807, 2.43943, 0
-0.0419004, -0.0547803, 0.60857, -1.98848, 0.0368852, 2.43936, 0
-0.0419608, -0.0547862, 0.608568, -1.98868, 0.0368896, 2.43929, 0
-0.0420206, -0.0547921, 0.608567, -1.98888, 0.036894, 2.43922, 0
-0.0420798, -0.0547978, 0.608566, -1.98908, 0.0368984, 2.43915, 0
-0.0421384, -0.0548035, 0.608565, -1.98927, 0.0369027, 2.43908, 0
-0.0421964, -0.0548092, 0.608563, -1.98947, 0.036907, 2.43901, 0
-0.0422539, -0.0548148, 0.608562, -1.98966, 0.0369112, 2.43894, 0
-0.0423107, -0.0548203, 0.608561, -1.98985, 0.0369154, 2.43888, 0
-0.042367, -0.0548258, 0.60856, -1.99004, 0.0369195, 2.43881, 0
-0.0424227, -0.0548312, 0.608559, -1.99022, 0.0369236, 2.43874, 0
-0.0424779, -0.0548366, 0.608557, -1.9904, 0.0369277, 2.43868, 0
-0.0425325, -0.0548419, 0.608556, -1.99059, 0.0369317, 2.43862, 0
-0.0425866, -0.0548472, 0.608555, -1.99077, 0.0369357, 2.43855, 0
-0.0426401, -0.0548524, 0.608554, -1.99095, 0.0369396, 2.43849, 0
-0.0426931, -0.0548575, 0.608553, -1.99112, 0.0369435, 2.43843, 0
-0.0427456, -0.0548627, 0.608552, -1.9913, 0.0369474, 2.43837, 0
-0.0427976, -0.0548677, 0.608551, -1.99147, 0.0369512, 2.43831, 0
-0.042849, -0.0548727, 0.608549, -1.99164, 0.036955, 2.43824, 0
-0.0428999, -0.0548777, 0.608548, -1.99181, 0.0369587, 2.43819, 0
-0.0429503, -0.0548826, 0.608547, -1.99198, 0.0369624, 2.43813, 0
-0.0430002, -0.0548875, 0.608546, -1.99215, 0.0369661, 2.43807, 0
-0.0430496, -0.0548923, 0.608545, -1.99231, 0.0369697, 2.43801, 0
-0.0430985, -0.054897, 0.608544, -1.99247, 0.0369733, 2.43795, 0
-0.0431469, -0.0549017, 0.608543, -1.99263, 0.0369769, 2.4379, 0
-0.0431948, -0.0549064, 0.608542, -1.99279, 0.0369804, 2.43784, 0
-0.0432423, -0.054911, 0.608541, -1.99295, 0.0369839, 2.43778, 0
-0.0432893, -0.0549156, 0.60854, -1.99311, 0.0369874, 2.43773, 0
-0.0433358, -0.0549201, 0.608539, -1.99326, 0.0369908, 2.43767, 0
-0.0433818, -0.0549246, 0.608538, -1.99342, 0.0369942, 2.43762, 0
-0.0434274, -0.0549291, 0.608537, -1.99357, 0.0369975, 2.43757, 0
-0.0434725, -0.0549335, 0.608536, -1.99372, 0.0370009, 2.43751, 0
-0.0435172, -0.0549378, 0.608535, -1.99387, 0.0370042, 2.43746, 0
-0.0435614, -0.0549421, 0.608534, -1.99402, 0.0370074, 2.43741, 0
-0.0436052, -0.0549464, 0.608533, -1.99416, 0.0370106, 2.43736, 0
-0.0436485, -0.0549506, 0.608532, -1.99431, 0.0370138, 2.43731, 0
-0.0436915, -0.0549548, 0.608531, -1.99445, 0.037017, 2.43726, 0
-0.0437339, -0.0549589, 0.60853, -1.99459, 0.0370201, 2.43721, 0
-0.043776, -0.054963, 0.608529, -1.99473, 0.0370232, 2.43716, 0
-0.0438176, -0.0549671, 0.608529, -1.99487, 0.0370263, 2.43711, 0
-0.0438589, -0.0549711, 0.608528, -1.99501, 0.0370293, 2.43706, 0
-0.0438997, -0.0549751, 0.608527, -1.99514, 0.0370323, 2.43701, 0
-0.0439401, -0.054979, 0.608526, -1.99528, 0.0370353, 2.43697, 0
-0.0439801, -0.0549829, 0.608525, -1.99541, 0.0370382, 2.43692, 0
-0.0440197, -0.0549868, 0.608524, -1.99554, 0.0370411, 2.43687, 0
-0.0440589, -0.0549906, 0.608523, -1.99567, 0.037044, 2.43683, 0
-0.0440977, -0.0549944, 0.608523, -1.9958, 0.0370469, 2.43678, 0
-0.0441361, -0.0549981, 0.608522, -1.99593, 0.0370497, 2.43674, 0
-0.0441742, -0.0550018, 0.608521, -1.99606, 0.0370525, 2.43669, 0
-0.0442118, -0.0550055, 0.60852, -1.99618, 0.0370553, 2.43665, 0
-0.0442491, -0.0550091, 0.608519, -1.99631, 0.037058, 2.4366, 0
-0.044286, -0.0550127, 0.608519, -1.99643, 0.0370607, 2.43656, 0
-0.0443225, -0.0550163, 0.608518, -1.99655, 0.0370634, 2.43652, 0
-0.0443587, -0.0550198, 0.608517, -1.99667, 0.0370661, 2.43648, 0
-0.0443945, -0.0550233, 0.608516, -1.99679, 0.0370687, 2.43643, 0
-0.04443, -0.0550267, 0.608515, -1.99691, 0.0370713, 2.43639, 0
-0.0444651, -0.0550302, 0.608515, -1.99703, 0.0370739, 2.43635, 0
-0.0444998, -0.0550336, 0.608514, -1.99714, 0.0370764, 2.43631, 0
-0.0445342, -0.0550369, 0.608513, -1.99726, 0.037079, 2.43627, 0
-0.0445683, -0.0550402, 0.608512, -1.99737, 0.0370815, 2.43623, 0
-0.044602, -0.0550435, 0.608512, -1.99748, 0.037084, 2.43619, 0
-0.0446354, -0.0550468, 0.608511, -1.99759, 0.0370864, 2.43615, 0
-0.0446684, -0.05505, 0.60851, -1.9977, 0.0370888, 2.43611, 0
-0.0447012, -0.0550532, 0.60851, -1.99781, 0.0370912, 2.43607, 0
-0.0447335, -0.0550563, 0.608509, -1.99792, 0.0370936, 2.43604, 0
-0.0447656, -0.0550595, 0.608508, -1.99803, 0.037096, 2.436, 0
-0.0447973, -0.0550625, 0.608508, -1.99813, 0.0370983, 2.43596, 0
-0.0448288, -0.0550656, 0.608507, -1.99824, 0.0371006, 2.43592, 0
-0.0448599, -0.0550686, 0.608506, -1.99834, 0.0371029, 2.43589, 0
-0.0448907, -0.0550716, 0.608506, -1.99844, 0.0371052, 2.43585, 0
-0.0449212, -0.0550746, 0.608505, -1.99855, 0.0371074, 2.43582, 0
-0.0449514, -0.0550776, 0.608504, -1.99865, 0.0371096, 2.43578, 0
-0.0449813, -0.0550805, 0.608504, -1.99875, 0.0371118, 2.43575, 0
-0.0450108, -0.0550834, 0.608503, -1.99884, 0.037114, 2.43571, 0
-0.0450401, -0.0550862, 0.608502, -1.99894, 0.0371162, 2.43568, 0
-0.0450691, -0.055089, 0.608502, -1.99904, 0.0371183, 2.43564, 0
-0.0450978, -0.0550918, 0.608501, -1.99913, 0.0371204, 2.43561, 0
-0.0451263, -0.0550946, 0.608501, -1.99923, 0.0371225, 2.43558, 0
-0.0451544, -0.0550973, 0.6085, -1.99932, 0.0371246, 2.43554, 0
-0.0451823, -0.0551001, 0.608499, -1.99942, 0.0371266, 2.43551, 0
-0.0452098, -0.0551027, 0.608499, -1.99951, 0.0371287, 2.43548, 0
-0.0452371, -0.0551054, 0.608498, -1.9996, 0.0371307, 2.43545, 0
-0.0452642, -0.055108, 0.608498, -1.99969, 0.0371326, 2.43541, 0
-0.0452909, -0.0551107, 0.608497, -1.99978, 0.0371346, 2.43538, 0
-0.0453174, -0.0551132, 0.608496, -1.99987, 0.0371366, 2.43535, 0
-0.0453436, -0.0551158, 0.608496, -1.99995, 0.0371385, 2.43532, 0
-0.0453696, -0.0551183, 0.608495, -2.00004, 0.0371404, 2.43529, 0
-0.0453953, -0.0551208, 0.608495, -2.00013, 0.0371423, 2.43526, 0
-0.0454207, -0.0551233, 0.608494, -2.00021, 0.0371442, 2.43523, 0
-0.0454459, -0.0551258, 0.608494, -2.00029, 0.037146, 2.4352, 0
-0.0454709, -0.0551282, 0.608493, -2.00038, 0.0371478, 2.43517, 0
-0.0454956, -0.0551306, 0.608493, -2.00046, 0.0371497, 2.43514, 0
-0.04552, -0.055133, 0.608492, -2.00054, 0.0371515, 2.43511, 0
-0.0455442, -0.0551353, 0.608492, -2.00062, 0.0371532, 2.43509, 0
-0.0455682, -0.0551377, 0.608491, -2.0007, 0.037155, 2.43506, 0
-0.0455919, -0.05514, 0.608491, -2.00078, 0.0371567, 2.43503, 0
-0.0456154, -0.0551423, 0.60849, -2.00086, 0.0371585, 2.435, 0
-0.0456386, -0.0551445, 0.60849, -2.00094, 0.0371602, 2.43498, 0
-0.0456616, -0.0551468, 0.608489, -2.00101, 0.0371619, 2.43495, 0
-0.0456844, -0.055149, 0.608489, -2.00109, 0.0371635, 2.43492, 0
-0.045707, -0.0551512, 0.608488, -2.00116, 0.0371652, 2.4349, 0
-0.0457293, -0.0551534, 0.608488, -2.00124, 0.0371668, 2.43487, 0
-0.0457514, -0.0551555, 0.608487, -2.00131, 0.0371685, 2.43484, 0
-0.0457733, -0.0551577, 0.608487, -2.00139, 0.0371701, 2.43482, 0
-0.045795, -0.0551598, 0.608486, -2.00146, 0.0371717, 2.43479, 0
-0.0458164, -0.0551619, 0.608486, -2.00153, 0.0371732, 2.43477, 0
-0.0458376, -0.0551639, 0.608485, -2.0016, 0.0371748, 2.43474, 0
-0.0458587, -0.055166, 0.608485, -2.00167, 0.0371764, 2.43472, 0
-0.0458795, -0.055168, 0.608484, -2.00174, 0.0371779, 2.43469, 0
-0.0459001, -0.05517, 0.608484, -2.00181, 0.0371794, 2.43467, 0
-0.0459205, -0.055172, 0.608483, -2.00188, 0.0371809, 2.43464, 0
-0.0459407, -0.055174, 0.608483, -2.00194, 0.0371824, 2.43462, 0
-0.0459607, -0.0551759, 0.608483, -2.00201, 0.0371839, 2.4346, 0
-0.0459805, -0.0551779, 0.608482, -2.00208, 0.0371853, 2.43457, 0
-0.0460001, -0.0551798, 0.608482, -2.00214, 0.0371867, 2.43455, 0
-0.0460195, -0.0551817, 0.608481, -2.00221, 0.0371882, 2.43453, 0
-0.0460387, -0.0551835, 0.608481, -2.00227, 0.0371896, 2.43451, 0
-0.0460577, -0.0551854, 0.608481, -2.00233, 0.037191, 2.43448, 0
-0.0460765, -0.0551872, 0.60848, -2.0024, 0.0371924, 2.43446, 0
-0.0460951, -0.055189, 0.60848, -2.00246, 0.0371937, 2.43444, 0
-0.0461136, -0.0551908, 0.608479, -2.00252, 0.0371951, 2.43442, 0
-0.0461318, -0.0551926, 0.608479, -2.00258, 0.0371964, 2.4344, 0
-0.0461499, -0.0551944, 0.608479, -2.00264, 0.0371978, 2.43438, 0
-0.0461678, -0.0551961, 0.608478, -2.0027, 0.0371991, 2.43435, 0
-0.0461856, -0.0551979, 0.608478, -2.00276, 0.0372004, 2.43433, 0
-0.0462031, -0.0551996, 0.608477, -2.00282, 0.0372017, 2.43431, 0
-0.0462205, -0.0552013, 0.608477, -2.00288, 0.0372029, 2.43429, 0
-0.0462377, -0.0552029, 0.608477, -2.00293, 0.0372042, 2.43427, 0
-0.0462547, -0.0552046, 0.608476, -2.00299, 0.0372055, 2.43425, 0
-0.0462715, -0.0552062, 0.608476, -2.00305, 0.0372067, 2.43423, 0
-0.0462882, -0.0552079, 0.608476, -2.0031, 0.0372079, 2.43421, 0
-0.0463047, -0.0552095, 0.608475, -2.00316, 0.0372091, 2.43419, 0
-0.0463211, -0.0552111, 0.608475, -2.00321, 0.0372103, 2.43418, 0
-0.0463373, -0.0552127, 0.608475, -2.00326, 0.0372115, 2.43416, 0
-0.0463533, -0.0552142, 0.608474, -2.00332, 0.0372127, 2.43414, 0
-0.0463692, -0.0552158, 0.608474, -2.00337, 0.0372139, 2.43412, 0
-0.0463849, -0.0552173, 0.608474, -2.00342, 0.037215, 2.4341, 0
-0.0464004, -0.0552188, 0.608473, -2.00347, 0.0372162, 2.43408, 0
-0.0464158, -0.0552203, 0.608473, -2.00353, 0.0372173, 2.43406, 0
-0.0464311, -0.0552218, 0.608473, -2.00358, 0.0372184, 2.43405, 0
-0.0464462, -0.0552233, 0.608472, -2.00363, 0.0372195, 2.43403, 0
-0.0464611, -0.0552247, 0.608472, -2.00368, 0.0372206, 2.43401, 0
-0.0464759, -0.0552262, 0.608472, -2.00373, 0.0372217, 2.43399, 0
-0.0464905, -0.0552276, 0.608471, -2.00378, 0.0372228, 2.43398, 0
-0.046505, -0.055229, 0.608471, -2.00382, 0.0372239, 2.43396, 0
-0.0465194, -0.0552304, 0.608471, -2.00387, 0.0372249, 2.43394, 0
-0.0465336, -0.0552318, 0.60847, -2.00392, 0.037226, 2.43393, 0
-0.0465476, -0.0552332, 0.60847, -2.00397, 0.037227, 2.43391, 0
-0.0465616, -0.0552345, 0.60847, -2.00401, 0.037228, 2.43389, 0
-0.0465753, -0.0552359, 0.608469, -2.00406, 0.037229, 2.43388, 0
-0.046589, -0.0552372, 0.608469, -2.0041, 0.03723, 2.43386, 0
-0.0466025, -0.0552385, 0.608469, -2.00415, 0.037231, 2.43385, 0
-0.0466159, -0.0552398, 0.608469, -2.00419, 0.037232, 2.43383, 0
-0.0466291, -0.0552411, 0.608468, -2.00424, 0.037233, 2.43381, 0
-0.0466422, -0.0552424, 0.608468, -2.00428, 0.0372339, 2.4338, 0
-0.0466552, -0.0552437, 0.608468, -2.00432, 0.0372349, 2.43378, 0
-0.0466681, -0.0552449, 0.608467, -2.00437, 0.0372358, 2.43377, 0
-0.0466808, -0.0552461, 0.608467, -2.00441, 0.0372368, 2.43375, 0
-0.0466934, -0.0552474, 0.608467, -2.00445, 0.0372377, 2.43374, 0
-0.0467058, -0.0552486, 0.608467, -2.00449, 0.0372386, 2.43372, 0
-0.0467182, -0.0552498, 0.608466, -2.00453, 0.0372395, 2.43371, 0
-0.0467304, -0.055251, 0.608466, -2.00457, 0.0372404, 2.4337, 0
-0.0467425, -0.0552522, 0.608466, -2.00461, 0.0372413, 2.43368, 0
-0.0467545, -0.0552533, 0.608466, -2.00465, 0.0372422, 2.43367, 0
-0.0467663, -0.0552545, 0.608465, -2.00469, 0.0372431, 2.43365, 0
-0.0467781, -0.0552556, 0.608465, -2.00473, 0.0372439, 2.43364, 0
-0.0467897, -0.0552568, 0.608465, -2.00477, 0.0372448, 2.43363, 0
-0.0468012, -0.0552579, 0.608465, -2.00481, 0.0372456, 2.43361, 0
-0.0468126, -0.055259, 0.608464, -2.00485, 0.0372465, 2.4336, 0
-0.0468238, -0.0552601, 0.608464, -2.00489, 0.0372473, 2.43359, 0
-0.046835, -0.0552612, 0.608464, -2.00492, 0.0372481, 2.43357, 0
-0.046846, -0.0552623, 0.608464, -2.00496, 0.0372489, 2.43356, 0
-0.046857, -0.0552633, 0.608463, -2.005, 0.0372497, 2.43355, 0
-0.0468678, -0.0552644, 0.608463, -2.00503, 0.0372505, 2.43353, 0
-0.0468785, -0.0552654, 0.608463, -2.00507, 0.0372513, 2.43352, 0
-0.0468892, -0.0552665, 0.608463, -2.0051, 0.0372521, 2.43351, 0
-0.0468997, -0.0552675, 0.608463, -2.00514, 0.0372529, 2.4335, 0
-0.0469101, -0.0552685, 0.608462, -2.00517, 0.0372536, 2.43349, 0
-0.0469204, -0.0552695, 0.608462, -2.00521, 0.0372544, 2.43347, 0
-0.0469306, -0.0552705, 0.608462, -2.00524, 0.0372551, 2.43346, 0
-0.0469407, -0.0552715, 0.608462, -2.00527, 0.0372559, 2.43345, 0
-0.0469506, -0.0552725, 0.608461, -2.00531, 0.0372566, 2.43344, 0
-0.0469605, -0.0552734, 0.608461, -2.00534, 0.0372573, 2.43343, 0
-0.0469703, -0.0552744, 0.608461, -2.00537, 0.0372581, 2.43341, 0
-0.04698, -0.0552753, 0.608461, -2.00541, 0.0372588, 2.4334, 0
-0.0469896, -0.0552763, 0.608461, -2.00544, 0.0372595, 2.43339, 0
-0.0469991, -0.0552772, 0.60846, -2.00547, 0.0372602, 2.43338, 0
-0.0470085, -0.0552781, 0.60846, -2.0055, 0.0372609, 2.43337, 0
-0.0470179, -0.055279, 0.60846, -2.00553, 0.0372616, 2.43336, 0
-0.0470271, -0.0552799, 0.60846, -2.00556, 0.0372622, 2.43335, 0
-0.0470362, -0.0552808, 0.60846, -2.00559, 0.0372629, 2.43334, 0
-0.0470452, -0.0552817, 0.608459, -2.00562, 0.0372636, 2.43333, 0
-0.0470542, -0.0552826, 0.608459, -2.00565, 0.0372642, 2.43332, 0
-0.047063, -0.0552834, 0.608459, -2.00568, 0.0372649, 2.43331, 0
-0.0470718, -0.0552843, 0.608459, -2.00571, 0.0372655, 2.4333, 0
-0.0470805, -0.0552851, 0.608459, -2.00574, 0.0372662, 2.43329, 0
-0.0470891, -0.055286, 0.608458, -2.00577, 0.0372668, 2.43328, 0
-0.0470976, -0.0552868, 0.608458, -2.0058, 0.0372674, 2.43327, 0
-0.047106, -0.0552876, 0.608458, -2.00583, 0.037268, 2.43326, 0
-0.0471144, -0.0552884, 0.608458, -2.00585, 0.0372686, 2.43325, 0
-0.0471226, -0.0552892, 0.608458, -2.00588, 0.0372693, 2.43324, 0
-0.0471308, -0.05529, 0.608458, -2.00591, 0.0372699, 2.43323, 0
-0.0471389, -0.0552908, 0.608457, -2.00594, 0.0372704, 2.43322, 0
-0.0471469, -0.0552916, 0.608457, -2.00596, 0.037271, 2.43321, 0
-0.0471548, -0.0552924, 0.608457, -2.00599, 0.0372716, 2.4332, 0
-0.0471627, -0.0552931, 0.608457, -2.00601, 0.0372722, 2.43319, 0
-0.0471705, -0.0552939, 0.608457, -2.00604, 0.0372728, 2.43318, 0
-0.0471781, -0.0552947, 0.608457, -2.00607, 0.0372733, 2.43317, 0
-0.0471858, -0.0552954, 0.608456, -2.00609, 0.0372739, 2.43316, 0
-0.0471933, -0.0552961, 0.608456, -2.00612, 0.0372744, 2.43315, 0
-0.0472008, -0.0552969, 0.608456, -2.00614, 0.037275, 2.43314, 0
-0.0472082, -0.0552976, 0.608456, -2.00617, 0.0372755, 2.43314, 0
-0.0472155, -0.0552983, 0.608456, -2.00619, 0.0372761, 2.43313, 0
-0.0472227, -0.055299, 0.608456, -2.00621, 0.0372766, 2.43312, 0
-0.0472299, -0.0552997, 0.608455, -2.00624, 0.0372771, 2.43311, 0
-0.047237, -0.0553004, 0.608455, -2.00626, 0.0372777, 2.4331, 0
-0.047244, -0.0553011, 0.608455, -2.00629, 0.0372782, 2.43309, 0
-0.047251, -0.0553018, 0.608455, -2.00631, 0.0372787, 2.43309, 0
-0.0472579, -0.0553024, 0.608455, -2.00633, 0.0372792, 2.43308, 0
-0.0472647, -0.0553031, 0.608455, -2.00635, 0.0372797, 2.43307, 0
